day,policy,saturation,memory,backlog_start,arrivals,closed,backlog,missed,gross,liability,recovered,legitimate_margin,authentication_cost,operating_cost,value,service_work,capacity,scenario
5,delayed,0.80000000,0.42416117,1756,154,182,1728,0,55369.34430884,41859.22429748,30029.20415348,4953.00000000,617.14285714,164.57142857,-7658.73442972,182.00000000,182.85714286,Base
6,delayed,0.80000000,0.45234908,1728,187,182,1733,0,67953.98772445,51373.21471968,28164.84890623,4953.00000000,617.14285714,164.57142857,-19037.08009917,182.00000000,182.85714286,Base
7,delayed,0.80000000,0.47842290,1733,209,182,1760,0,80543.24192555,60890.69089571,34660.77348708,4953.00000000,617.14285714,164.57142857,-22058.63169434,182.00000000,182.85714286,Base
8,delayed,0.80000000,0.50254118,1760,192,182,1770,0,72946.00626835,55147.18073887,29844.71101503,4953.00000000,617.14285714,164.57142857,-21131.18400956,182.00000000,182.85714286,Base
9,delayed,0.80000000,0.52485060,1770,187,182,1775,0,67704.26230849,51184.42230522,34571.79514437,4953.00000000,617.14285714,164.57142857,-12441.34144656,182.00000000,182.85714286,Base
10,delayed,0.80000000,0.54548680,1775,188,169,1794,0,69300.48311055,52391.16523158,23418.81979436,4953.00000000,617.14285714,164.57142857,-24801.05972293,182.50000000,182.85714286,Base
11,delayed,0.80000000,0.56457529,1794,217,166,1845,0,77670.36027765,58718.79236990,22279.05602766,4953.00000000,617.14285714,164.57142857,-32268.45062796,182.75000000,182.85714286,Base
12,delayed,0.80000000,0.58223214,1845,181,166,1860,0,75675.71829823,57210.84303346,25266.30268539,4953.00000000,617.14285714,164.57142857,-27773.25463379,182.00000000,182.85714286,Base
13,delayed,0.80000000,0.59856473,1860,177,167,1870,1,73777.58334608,55775.85300964,25514.43060155,4953.00000000,617.14285714,164.57142857,-26090.13669380,182.25000000,182.85714286,Base
14,delayed,0.80000000,0.61367238,1870,206,168,1908,4,83433.67038481,63075.85481092,20152.91414121,4953.00000000,617.14285714,164.57142857,-38751.65495542,182.00000000,182.85714286,Base
15,delayed,0.80000000,0.62764695,1908,189,168,1929,1,74252.00655238,56134.51695360,25842.62814193,4953.00000000,617.14285714,164.57142857,-26120.60309739,182.50000000,182.85714286,Base
16,delayed,0.80000000,0.64057343,1929,213,170,1972,3,89465.13727623,67635.64378083,20298.43674450,4953.00000000,617.14285714,164.57142857,-43165.92132205,182.75000000,182.85714286,Base
17,delayed,0.80000000,0.65253042,1972,224,170,2026,4,78984.01224500,59711.91325722,25006.70003095,4953.00000000,617.14285714,164.57142857,-30533.92751198,182.75000000,182.85714286,Base
18,delayed,0.80000000,0.66359064,2026,193,171,2048,5,76175.21304646,57588.46106313,23253.03497285,4953.00000000,617.14285714,164.57142857,-30164.14037599,182.50000000,182.85714286,Base
19,delayed,0.80000000,0.67382134,2048,213,170,2091,3,86019.31148144,65030.59947997,21744.61872089,4953.00000000,617.14285714,164.57142857,-39114.69504479,182.00000000,182.85714286,Base
20,delayed,0.80000000,0.68328474,2091,187,169,2109,3,74261.73912601,56141.87477926,23101.92599689,4953.00000000,617.14285714,164.57142857,-28868.66306809,182.25000000,182.85714286,Base
21,delayed,0.80000000,0.69203839,2109,202,166,2145,4,71967.28420514,54407.26685909,20188.66293602,4953.00000000,617.14285714,164.57142857,-30047.31820878,182.00000000,182.85714286,Base
22,delayed,0.80000000,0.70013551,2145,218,167,2196,3,82701.20904541,62522.11403833,16128.82591927,4953.00000000,617.14285714,164.57142857,-42222.00240477,182.00000000,182.85714286,Base
23,delayed,0.80000000,0.70762534,2196,186,167,2215,2,69168.48584232,52291.37529680,27389.77952740,4953.00000000,617.14285714,164.57142857,-20730.31005511,182.25000000,182.85714286,Base
24,delayed,0.80000000,0.71455344,2215,216,173,2258,6,83565.41964459,63175.45725131,27294.35864611,4953.00000000,617.14285714,164.57142857,-31709.81289091,182.25000000,182.85714286,Base
25,delayed,0.80000000,0.72096193,2258,219,169,2308,1,81888.50437682,61907.70930888,21649.38516389,4953.00000000,617.14285714,164.57142857,-36087.03843070,182.75000000,182.85714286,Base
26,delayed,0.80000000,0.72688979,2308,207,172,2343,5,69823.88795894,52786.85929696,23721.93192902,4953.00000000,617.14285714,164.57142857,-24893.64165365,182.00000000,182.85714286,Base
27,delayed,0.80000000,0.73237306,2343,221,172,2392,6,81953.36536919,61956.74421911,24019.90497361,4953.00000000,617.14285714,164.57142857,-33765.55353121,182.75000000,182.85714286,Base
28,delayed,0.80000000,0.73744508,2392,111,172,2331,6,35324.82961293,26705.57118737,28038.51723596,4953.00000000,617.14285714,164.57142857,5504.23176287,182.00000000,182.85714286,Base
29,delayed,0.80000000,0.74213670,2331,115,171,2275,6,43393.59157489,32805.55523062,22260.46567117,4953.00000000,617.14285714,164.57142857,-6373.80384516,182.50000000,182.85714286,Base
30,delayed,0.80000000,0.74647644,2275,120,171,2224,5,47282.95195037,35745.91167448,21888.99003425,4953.00000000,617.14285714,164.57142857,-9685.63592595,182.25000000,182.85714286,Base
31,delayed,0.80000000,0.75049071,2224,132,175,2181,9,52783.70414746,39904.48033548,21721.36795921,4953.00000000,617.14285714,164.57142857,-14011.82666198,182.75000000,182.85714286,Base
32,delayed,0.80000000,0.75420391,2181,116,213,2084,47,43747.25029502,33072.92122303,22336.81345723,4953.00000000,617.14285714,164.57142857,-6564.82205152,182.50000000,182.85714286,Base
33,delayed,0.80000000,0.75763861,2084,125,187,2022,21,47280.84444317,35744.31839903,19497.38623534,4953.00000000,617.14285714,164.57142857,-12075.64644941,182.00000000,182.85714286,Base
34,delayed,0.80000000,0.76081572,2022,133,200,1955,36,44827.58711674,33889.65586025,21403.61061661,4953.00000000,617.14285714,164.57142857,-8314.75952936,182.50000000,182.85714286,Base
35,delayed,0.80000000,0.76375454,1955,129,221,1863,54,50770.88395071,38382.78826674,20726.29341091,4953.00000000,617.14285714,164.57142857,-13485.20914154,182.25000000,182.85714286,Base
36,delayed,0.80000000,0.76647295,1863,132,187,1808,19,54701.80470590,41354.56435766,23077.15373393,4953.00000000,617.14285714,164.57142857,-14106.12490945,182.75000000,182.85714286,Base
37,delayed,0.80000000,0.76898748,1808,144,215,1737,48,56636.18777208,42816.95795569,21790.99952164,4953.00000000,617.14285714,164.57142857,-16854.67271977,182.25000000,182.85714286,Base
38,delayed,0.80000000,0.77131342,1737,115,218,1634,52,42045.47195655,31786.37679915,19933.03606334,4953.00000000,617.14285714,164.57142857,-7682.05502152,182.00000000,182.85714286,Base
39,delayed,0.80000000,0.77346491,1634,131,207,1558,41,54107.85401642,40905.53763641,20132.70692103,4953.00000000,617.14285714,164.57142857,-16601.54500110,182.00000000,182.85714286,Base
40,delayed,0.80000000,0.77545504,1558,126,224,1460,55,46425.13630329,35097.40304529,20607.18685716,4953.00000000,617.14285714,164.57142857,-10318.93047384,182.75000000,182.85714286,Base
41,delayed,0.80000000,0.77729591,1460,132,168,1424,5,52446.49533840,39649.55047583,17622.97460699,4953.00000000,617.14285714,164.57142857,-17855.29015455,182.25000000,182.85714286,Base
42,delayed,0.80000000,0.77899872,1424,131,167,1388,2,49649.82357190,37535.26662035,23309.57855427,4953.00000000,617.14285714,164.57142857,-10054.40235179,182.75000000,182.85714286,Base
43,delayed,0.80000000,0.78057382,1388,149,167,1370,3,59445.77809902,44941.00824286,20978.62648975,4953.00000000,617.14285714,164.57142857,-19791.09603882,182.25000000,182.85714286,Base
44,delayed,0.80000000,0.78203078,1370,119,166,1323,0,45672.45923102,34528.37917865,22489.49610332,4953.00000000,617.14285714,164.57142857,-7867.59736105,182.75000000,182.85714286,Base
45,delayed,0.80000000,0.78337847,1323,123,167,1279,2,45645.09999629,34507.69559719,25601.98749759,4953.00000000,617.14285714,164.57142857,-4734.42238532,182.75000000,182.85714286,Base
46,delayed,0.80000000,0.78462509,1279,109,169,1219,3,41900.12069286,31676.49124380,23922.09323827,4953.00000000,617.14285714,164.57142857,-3583.11229125,182.75000000,182.85714286,Base
47,delayed,0.80000000,0.78577820,1219,115,167,1167,0,45152.12490145,34135.00642549,19102.28563050,4953.00000000,617.14285714,164.57142857,-10861.43508070,182.50000000,182.85714286,Base
48,delayed,0.80000000,0.78684484,1167,127,170,1124,5,56402.73078641,42640.46447452,22847.20911557,4953.00000000,617.14285714,164.57142857,-15621.96964467,182.75000000,182.85714286,Base
49,delayed,0.80000000,0.78783148,1124,130,168,1086,2,53644.67978804,40555.37791976,22048.21414173,4953.00000000,617.14285714,164.57142857,-14335.87806374,182.25000000,182.85714286,Base
50,delayed,0.80000000,0.78874412,1086,113,169,1030,1,41091.73126677,31065.34883768,22659.50522792,4953.00000000,617.14285714,164.57142857,-4234.55789547,182.50000000,182.85714286,Base
51,delayed,0.80000000,0.78958831,1030,109,167,972,1,42900.71479216,32432.94038287,23797.60329691,4953.00000000,617.14285714,164.57142857,-4464.05137168,182.75000000,182.85714286,Base
52,delayed,0.80000000,0.79036918,972,117,170,919,4,44679.39381662,33777.62172536,21353.91689248,4953.00000000,617.14285714,164.57142857,-8252.41911859,182.00000000,182.85714286,Base
53,delayed,0.80000000,0.79109150,919,126,169,876,2,47325.50213261,35778.07961225,20810.44691087,4953.00000000,617.14285714,164.57142857,-10796.34698710,182.25000000,182.85714286,Base
54,delayed,0.80000000,0.79175963,876,131,166,841,2,47933.85148389,36237.99172182,24089.23671488,4953.00000000,617.14285714,164.57142857,-7977.46929266,182.25000000,182.85714286,Base
55,delayed,0.80000000,0.79237766,841,130,168,803,3,50598.51497732,38252.47732286,24647.37717583,4953.00000000,617.14285714,164.57142857,-9433.81443274,182.00000000,182.85714286,Base
56,delayed,0.80000000,0.79294934,803,183,170,816,5,66998.05829474,50650.53207082,24878.33865718,4953.00000000,617.14285714,164.57142857,-21600.90769935,182.00000000,182.85714286,Base
57,delayed,0.80000000,0.79347814,816,187,170,833,2,66185.68768203,50036.37988761,21056.11601330,4953.00000000,617.14285714,164.57142857,-24808.97816003,182.00000000,182.85714286,Base
58,delayed,0.80000000,0.79396728,833,193,167,859,3,75060.21990753,56745.52625009,19934.71304979,4953.00000000,617.14285714,164.57142857,-32639.52748601,182.00000000,182.85714286,Base
59,delayed,0.80000000,0.79441973,859,224,166,917,1,82001.32198292,61992.99941909,22569.77688518,4953.00000000,617.14285714,164.57142857,-35251.93681962,182.75000000,182.85714286,Base
60,delayed,0.80000000,0.79483825,917,213,168,962,2,83451.32554233,63089.20211000,24470.70671265,4953.00000000,617.14285714,164.57142857,-34447.20968306,182.25000000,182.85714286,Base
61,delayed,0.80000000,0.79522538,962,181,169,974,3,72232.34283562,54607.65118373,18155.22479910,4953.00000000,617.14285714,164.57142857,-32281.14067034,182.00000000,182.85714286,Base
62,delayed,0.80000000,0.79558348,974,175,168,981,3,64579.32945458,48821.97306767,19895.70165356,4953.00000000,617.14285714,164.57142857,-24754.98569982,182.50000000,182.85714286,Base
63,delayed,0.80000000,0.79591472,981,192,168,1005,2,80049.11022148,60517.12732744,19017.67885495,4953.00000000,617.14285714,164.57142857,-37328.16275820,182.75000000,182.85714286,Base
64,delayed,0.80000000,0.79622111,1005,172,168,1009,2,66325.03969325,50141.73000810,23648.17356566,4953.00000000,617.14285714,164.57142857,-22322.27072815,182.50000000,182.85714286,Base
65,delayed,0.80000000,0.79650453,1009,216,165,1060,2,84957.25186931,64227.68241320,17226.36017312,4953.00000000,617.14285714,164.57142857,-42830.03652580,182.50000000,182.85714286,Base
66,delayed,0.80000000,0.79676669,1060,174,167,1067,2,67682.72254961,51168.13824750,25426.27689206,4953.00000000,617.14285714,164.57142857,-21570.57564116,182.50000000,182.85714286,Base
67,delayed,0.80000000,0.79700919,1067,192,168,1091,3,69240.60163169,52345.89483356,21330.60226731,4953.00000000,617.14285714,164.57142857,-26844.00685197,182.25000000,182.85714286,Base
68,delayed,0.80000000,0.79723350,1091,181,169,1103,4,69827.08444537,52789.27584070,27551.61523844,4953.00000000,617.14285714,164.57142857,-21066.37488798,182.50000000,182.85714286,Base
69,delayed,0.80000000,0.79744099,1103,178,169,1112,5,66867.32637896,50551.69874249,22252.94150237,4953.00000000,617.14285714,164.57142857,-24127.47152583,182.50000000,182.85714286,Base
70,delayed,0.80000000,0.79763291,1112,193,172,1133,7,74340.97747641,56201.77897217,21491.07110068,4953.00000000,617.14285714,164.57142857,-30539.42215720,182.75000000,182.85714286,Base
71,delayed,0.80000000,0.79781044,1133,176,169,1140,3,65956.40288650,49863.04058220,23454.75680777,4953.00000000,617.14285714,164.57142857,-22236.99806014,182.50000000,182.85714286,Base
72,delayed,0.80000000,0.79797466,1140,178,171,1147,7,72456.33451879,54776.98889620,24928.83434471,4953.00000000,617.14285714,164.57142857,-25676.86883721,182.25000000,182.85714286,Base
73,delayed,0.80000000,0.79812656,1147,170,174,1143,10,63470.90702627,47984.00571186,22187.36649335,4953.00000000,617.14285714,164.57142857,-21625.35350423,182.00000000,182.85714286,Base
74,delayed,0.80000000,0.79826707,1143,180,168,1155,5,68479.22660581,51770.29531399,18685.19373578,4953.00000000,617.14285714,164.57142857,-28913.81586392,182.50000000,182.85714286,Base
75,delayed,0.80000000,0.79839704,1155,164,171,1148,4,62852.78922863,47516.70865684,24192.93853632,4953.00000000,617.14285714,164.57142857,-19152.48440623,182.00000000,182.85714286,Base
76,delayed,0.80000000,0.79851726,1148,191,170,1169,4,76571.40984509,57887.98584289,22334.74791328,4953.00000000,617.14285714,164.57142857,-31381.95221532,182.50000000,182.85714286,Base
77,delayed,0.80000000,0.79862847,1169,192,172,1189,6,68943.16531807,52121.03298046,22060.04448465,4953.00000000,617.14285714,164.57142857,-25889.70278153,182.75000000,182.85714286,Base
78,delayed,0.80000000,0.79873133,1189,169,172,1186,6,65123.25806941,49233.18310047,21939.29921320,4953.00000000,617.14285714,164.57142857,-23122.59817298,182.50000000,182.85714286,Base
79,delayed,0.80000000,0.79882648,1186,199,164,1221,1,75676.83162715,57211.68471012,23202.30038744,4953.00000000,617.14285714,164.57142857,-29838.09860840,182.25000000,182.85714286,Base
80,delayed,0.80000000,0.79891450,1221,187,168,1240,2,70445.59160999,53256.86725715,25815.29811349,4953.00000000,617.14285714,164.57142857,-23270.28342937,182.50000000,182.85714286,Base
81,delayed,0.80000000,0.79899591,1240,175,168,1247,3,66428.27398348,50219.77513151,20277.52145818,4953.00000000,617.14285714,164.57142857,-25770.96795904,182.50000000,182.85714286,Base
82,delayed,0.80000000,0.79907122,1247,204,170,1281,4,75265.47138824,56900.69636951,21666.83054557,4953.00000000,617.14285714,164.57142857,-31062.58010966,182.50000000,182.85714286,Base
83,delayed,0.80000000,0.79914087,1281,169,172,1278,4,63886.64687700,48298.30503901,25814.02001928,4953.00000000,617.14285714,164.57142857,-18312.99930544,182.75000000,182.85714286,Base
0,fixed_0.2,0.20000000,0.20000000,1870,217,182,1905,0,86511.50390463,74745.93937360,32097.05336851,5103.42857143,154.28571429,164.57142857,-37864.31457651,182.00000000,182.85714286,High displacement
1,fixed_0.2,0.20000000,0.20000000,1905,259,182,1982,0,110185.03662173,95199.87164117,30311.76853301,5103.42857143,154.28571429,164.57142857,-60103.53167959,182.00000000,182.85714286,High displacement
2,fixed_0.2,0.20000000,0.20000000,1982,254,182,2054,0,96162.54851142,83084.44191387,29603.98023773,5103.42857143,154.28571429,164.57142857,-48695.89024757,182.00000000,182.85714286,High displacement
3,fixed_0.2,0.20000000,0.20000000,2054,234,182,2106,0,90184.20033855,77919.14909251,28663.07688617,5103.42857143,154.28571429,164.57142857,-44471.50077777,182.00000000,182.85714286,High displacement
4,fixed_0.2,0.20000000,0.20000000,2106,231,182,2155,0,91214.77049072,78809.56170399,29401.42103351,5103.42857143,154.28571429,164.57142857,-44623.56924190,182.00000000,182.85714286,High displacement
5,fixed_0.2,0.20000000,0.20000000,2155,234,182,2207,0,85547.09720777,73912.69198751,30029.20415348,5103.42857143,154.28571429,164.57142857,-39098.91640546,182.00000000,182.85714286,High displacement
6,fixed_0.2,0.20000000,0.20000000,2207,253,182,2278,0,92206.20121344,79666.15784841,28164.84890623,5103.42857143,154.28571429,164.57142857,-46716.73751361,182.00000000,182.85714286,High displacement
7,fixed_0.2,0.20000000,0.20000000,2278,282,182,2378,0,106346.18675658,91883.10535769,34660.77348708,5103.42857143,154.28571429,164.57142857,-52437.76044203,182.00000000,182.85714286,High displacement
8,fixed_0.2,0.20000000,0.20000000,2378,275,182,2471,0,110842.46667659,95767.89120857,29844.71101503,5103.42857143,154.28571429,164.57142857,-61138.60876498,182.00000000,182.85714286,High displacement
9,fixed_0.2,0.20000000,0.20000000,2471,235,182,2524,0,86863.86493727,75050.37930580,34571.79514437,5103.42857143,154.28571429,164.57142857,-35694.01273285,182.00000000,182.85714286,High displacement
10,fixed_0.2,0.20000000,0.20000000,2524,243,169,2598,0,93140.84975020,80473.69418417,25478.53936072,5103.42857143,154.28571429,164.57142857,-50210.58339488,182.25000000,182.85714286,High displacement
11,fixed_0.2,0.20000000,0.20000000,2598,272,165,2705,0,97541.74317523,84276.06610340,25746.60326768,5103.42857143,154.28571429,164.57142857,-53744.89140715,182.75000000,182.85714286,High displacement
12,fixed_0.2,0.20000000,0.20000000,2705,247,165,2787,0,98203.41841399,84847.75350969,23718.57829967,5103.42857143,154.28571429,164.57142857,-56344.60378145,182.75000000,182.85714286,High displacement
13,fixed_0.2,0.20000000,0.20000000,2787,222,167,2842,3,88907.82824988,76816.36360789,24482.61301704,5103.42857143,154.28571429,164.57142857,-47549.17916229,182.25000000,182.85714286,High displacement
14,fixed_0.2,0.20000000,0.20000000,2842,266,175,2933,6,112607.24594760,97292.66049873,31346.72665791,5103.42857143,154.28571429,164.57142857,-61161.36241225,182.25000000,182.85714286,High displacement
15,fixed_0.2,0.20000000,0.20000000,2933,236,167,3002,3,93023.54584242,80372.34360785,25996.32828550,5103.42857143,154.28571429,164.57142857,-49591.44389379,182.75000000,182.85714286,High displacement
16,fixed_0.2,0.20000000,0.20000000,3002,276,170,3108,6,115656.19038705,99926.94849441,22969.65488923,5103.42857143,154.28571429,164.57142857,-72172.72217661,182.25000000,182.85714286,High displacement
17,fixed_0.2,0.20000000,0.20000000,3108,278,234,3152,67,100323.42381772,86679.43817851,28248.19258320,5103.42857143,154.28571429,164.57142857,-53646.67416673,182.75000000,182.85714286,High displacement
18,fixed_0.2,0.20000000,0.20000000,3152,241,234,3159,67,92324.25041118,79768.15235526,24893.03536636,5103.42857143,154.28571429,164.57142857,-50090.54556033,182.50000000,182.85714286,High displacement
19,fixed_0.2,0.20000000,0.20000000,3159,256,252,3163,86,104030.57960062,89882.42077493,28068.15873577,5103.42857143,154.28571429,164.57142857,-57029.69061059,182.50000000,182.85714286,High displacement
20,fixed_0.2,0.20000000,0.20000000,3163,245,283,3125,116,93662.35178581,80924.27194294,25033.64670667,5103.42857143,154.28571429,164.57142857,-51106.05380770,182.50000000,182.85714286,High displacement
21,fixed_0.2,0.20000000,0.20000000,3125,256,273,3108,108,91799.17803166,79314.48981936,25582.05133290,5103.42857143,154.28571429,164.57142857,-48947.86705789,182.50000000,182.85714286,High displacement
22,fixed_0.2,0.20000000,0.20000000,3108,263,236,3135,70,100411.16434321,86755.24599253,25520.06739970,5103.42857143,154.28571429,164.57142857,-56450.60716426,182.75000000,182.85714286,High displacement
23,fixed_0.2,0.20000000,0.20000000,3135,235,240,3130,77,86618.00494571,74837.95627309,24096.77803136,5103.42857143,154.28571429,164.57142857,-45956.60681316,182.25000000,182.85714286,High displacement
24,fixed_0.2,0.20000000,0.20000000,3130,262,274,3118,109,102006.03315457,88133.21264555,24652.25288269,5103.42857143,154.28571429,164.57142857,-58696.38833428,182.00000000,182.85714286,High displacement
25,fixed_0.2,0.20000000,0.20000000,3118,265,250,3133,82,99588.70104312,86044.63770126,27091.22296259,5103.42857143,154.28571429,164.57142857,-54168.84331010,182.75000000,182.85714286,High displacement
26,fixed_0.2,0.20000000,0.20000000,3133,252,220,3165,54,86403.27530779,74652.42986593,29117.57691900,5103.42857143,154.28571429,164.57142857,-40750.28151836,182.00000000,182.85714286,High displacement
27,fixed_0.2,0.20000000,0.20000000,3165,256,267,3154,100,99231.64373993,85736.14019130,27138.94420751,5103.42857143,154.28571429,164.57142857,-53812.62455521,182.75000000,182.85714286,High displacement
28,fixed_0.2,0.20000000,0.20000000,3154,136,235,3055,69,44028.28184781,38040.43551651,30961.26216049,5103.42857143,154.28571429,164.57142857,-2294.60192745,182.25000000,182.85714286,High displacement
29,fixed_0.2,0.20000000,0.20000000,3055,148,277,2926,110,60919.53926719,52634.48192685,26774.82677903,5103.42857143,154.28571429,164.57142857,-21075.08371924,182.75000000,182.85714286,High displacement
30,fixed_0.2,0.20000000,0.20000000,2926,151,276,2801,111,57031.18619397,49274.94487159,21731.47459287,5103.42857143,154.28571429,164.57142857,-22758.89885015,182.50000000,182.85714286,High displacement
31,fixed_0.2,0.20000000,0.20000000,2801,155,242,2714,76,61995.98433510,53564.53046553,26060.62316238,5103.42857143,154.28571429,164.57142857,-22719.33587458,182.50000000,182.85714286,High displacement
32,fixed_0.2,0.20000000,0.20000000,2714,141,255,2600,90,52377.18124440,45253.88459516,25789.65952788,5103.42857143,154.28571429,164.57142857,-14679.65363871,182.25000000,182.85714286,High displacement
33,fixed_0.2,0.20000000,0.20000000,2600,158,246,2512,80,58714.45653475,50729.29044602,22034.76035830,5103.42857143,154.28571429,164.57142857,-23909.95865915,182.75000000,182.85714286,High displacement
34,fixed_0.2,0.20000000,0.20000000,2512,158,255,2415,90,50674.60152167,43782.85571473,25363.87989489,5103.42857143,154.28571429,164.57142857,-13634.40439127,182.25000000,182.85714286,High displacement
35,fixed_0.2,0.20000000,0.20000000,2415,156,264,2307,98,58837.98283885,50836.01717277,24336.65062631,5103.42857143,154.28571429,164.57142857,-21714.79511789,182.00000000,182.85714286,High displacement
36,fixed_0.2,0.20000000,0.20000000,2307,158,236,2229,69,64967.48097686,56131.90356401,27013.28336064,5103.42857143,154.28571429,164.57142857,-24334.04877480,182.25000000,182.85714286,High displacement
37,fixed_0.2,0.20000000,0.20000000,2229,171,263,2137,95,67951.35955616,58709.97465652,22301.66331429,5103.42857143,154.28571429,164.57142857,-31623.73991366,182.75000000,182.85714286,High displacement
38,fixed_0.2,0.20000000,0.20000000,2137,141,264,2014,97,53967.81095177,46628.18866233,23693.65777613,5103.42857143,154.28571429,164.57142857,-18149.95945763,182.25000000,182.85714286,High displacement
39,fixed_0.2,0.20000000,0.20000000,2014,158,251,1921,85,62652.36668607,54131.64481676,25757.67763847,5103.42857143,154.28571429,164.57142857,-23589.39574972,182.75000000,182.85714286,High displacement
40,fixed_0.2,0.20000000,0.20000000,1921,149,257,1813,90,56425.10644087,48751.29196491,23922.41252230,5103.42857143,154.28571429,164.57142857,-20044.30801403,182.00000000,182.85714286,High displacement
41,fixed_0.2,0.20000000,0.20000000,1813,155,169,1799,5,59575.94739607,51473.61855020,23806.48856556,5103.42857143,154.28571429,164.57142857,-22882.55855607,182.00000000,182.85714286,High displacement
42,fixed_0.2,0.20000000,0.20000000,1799,150,168,1781,2,54978.04877633,47501.03414275,23299.49145258,5103.42857143,154.28571429,164.57142857,-19416.97126159,182.00000000,182.85714286,High displacement
43,fixed_0.2,0.20000000,0.20000000,1781,173,167,1787,3,68832.16486841,59470.99044631,24607.35651282,5103.42857143,154.28571429,164.57142857,-30079.06250492,182.25000000,182.85714286,High displacement
44,fixed_0.2,0.20000000,0.20000000,1787,138,164,1761,0,54681.30451908,47244.64710449,23971.52907653,5103.42857143,154.28571429,164.57142857,-18488.54659939,182.25000000,182.85714286,High displacement
45,fixed_0.2,0.20000000,0.20000000,1761,146,166,1741,2,54174.58613281,46806.84241875,22472.15060215,5103.42857143,154.28571429,164.57142857,-19550.12038803,182.00000000,182.85714286,High displacement
46,fixed_0.2,0.20000000,0.20000000,1741,134,170,1705,4,51017.94216640,44079.50203177,28595.27275260,5103.42857143,154.28571429,164.57142857,-10699.65785060,182.50000000,182.85714286,High displacement
47,fixed_0.2,0.20000000,0.20000000,1705,136,167,1674,0,52293.66544188,45181.72694179,28711.61832961,5103.42857143,154.28571429,164.57142857,-11685.53718361,182.25000000,182.85714286,High displacement
48,fixed_0.2,0.20000000,0.20000000,1674,151,170,1655,5,65365.52844375,56475.81657540,25676.34168426,5103.42857143,154.28571429,164.57142857,-26014.90346257,182.00000000,182.85714286,High displacement
49,fixed_0.2,0.20000000,0.20000000,1655,159,167,1647,2,66215.91855076,57210.55362786,21131.79763346,5103.42857143,154.28571429,164.57142857,-31294.18456582,182.75000000,182.85714286,High displacement
50,fixed_0.2,0.20000000,0.20000000,1647,136,166,1617,1,47678.31068266,41194.06042981,26291.59936479,5103.42857143,154.28571429,164.57142857,-10117.88963645,182.00000000,182.85714286,High displacement
51,fixed_0.2,0.20000000,0.20000000,1617,127,167,1577,1,49842.43415488,43063.86310981,23664.33046438,5103.42857143,154.28571429,164.57142857,-14614.96121687,182.00000000,182.85714286,High displacement
52,fixed_0.2,0.20000000,0.20000000,1577,146,169,1554,4,54241.19177071,46864.38968989,26246.74309107,5103.42857143,154.28571429,164.57142857,-15833.07517026,182.00000000,182.85714286,High displacement
53,fixed_0.2,0.20000000,0.20000000,1554,149,171,1532,4,54791.41316895,47339.78097797,24398.45599782,5103.42857143,154.28571429,164.57142857,-18156.75355158,182.50000000,182.85714286,High displacement
54,fixed_0.2,0.20000000,0.20000000,1532,158,172,1518,5,57260.40573583,49472.99055576,30281.45991050,5103.42857143,154.28571429,164.57142857,-14406.95921668,182.50000000,182.85714286,High displacement
55,fixed_0.2,0.20000000,0.20000000,1518,161,169,1510,3,64685.01115396,55887.84963702,22906.35883607,5103.42857143,154.28571429,164.57142857,-28196.91937238,182.25000000,182.85714286,High displacement
56,fixed_0.2,0.20000000,0.20000000,1510,228,173,1565,6,85446.76925651,73826.00863763,22742.37243758,5103.42857143,154.28571429,164.57142857,-46299.06477147,182.50000000,182.85714286,High displacement
57,fixed_0.2,0.20000000,0.20000000,1565,227,167,1625,2,80244.47517649,69331.22655249,25150.46018897,5103.42857143,154.28571429,164.57142857,-39396.19493495,182.75000000,182.85714286,High displacement
58,fixed_0.2,0.20000000,0.20000000,1625,235,168,1692,3,89668.77804797,77473.82423344,29028.08827174,5103.42857143,154.28571429,164.57142857,-43661.16453313,182.00000000,182.85714286,High displacement
59,fixed_0.2,0.20000000,0.20000000,1692,256,168,1780,2,92064.72422474,79543.92173017,27686.81850474,5103.42857143,154.28571429,164.57142857,-47072.53179686,182.75000000,182.85714286,High displacement
60,fixed_0.2,0.20000000,0.20000000,1780,254,167,1867,2,96678.49456682,83530.21930573,26202.32865647,5103.42857143,154.28571429,164.57142857,-52543.31922069,182.75000000,182.85714286,High displacement
61,fixed_0.2,0.20000000,0.20000000,1867,210,171,1906,4,83280.49208401,71954.34516059,26716.42287595,5103.42857143,154.28571429,164.57142857,-40453.35085606,182.25000000,182.85714286,High displacement
62,fixed_0.2,0.20000000,0.20000000,1906,209,164,1951,3,78575.21883546,67888.98907384,18069.05932098,5103.42857143,154.28571429,164.57142857,-45035.35832429,182.75000000,182.85714286,High displacement
63,fixed_0.2,0.20000000,0.20000000,1951,221,168,2004,2,90545.51364698,78231.32379099,23109.47848121,5103.42857143,154.28571429,164.57142857,-50337.27388121,182.75000000,182.85714286,High displacement
64,fixed_0.2,0.20000000,0.20000000,2004,199,168,2035,3,75934.24880857,65607.19097060,27646.50848683,5103.42857143,154.28571429,164.57142857,-33176.11105520,182.75000000,182.85714286,High displacement
65,fixed_0.2,0.20000000,0.20000000,2035,245,167,2113,2,97666.94024097,84384.23636820,23827.46467212,5103.42857143,154.28571429,164.57142857,-55772.20026751,182.25000000,182.85714286,High displacement
