day,policy,saturation,memory,backlog_start,arrivals,closed,backlog,missed,gross,liability,recovered,legitimate_margin,authentication_cost,operating_cost,value,service_work,capacity,scenario
34,fixed_0.5,0.50000000,0.48040786,2146,142,218,2070,54,46709.41275274,37834.62432972,21839.31873723,502821.42857143,385.71428571,164.57142857,486275.83726465,182.00000000,182.85714286,High friction cost
35,fixed_0.5,0.50000000,0.48187727,2070,135,237,1968,70,52111.10256019,42209.99307375,22742.58011648,502821.42857143,385.71428571,164.57142857,482803.72989987,182.25000000,182.85714286,High friction cost
36,fixed_0.5,0.50000000,0.48323647,1968,136,197,1907,30,55340.40256820,44825.72608024,26223.47988903,502821.42857143,385.71428571,164.57142857,483668.89666593,182.00000000,182.85714286,High friction cost
37,fixed_0.5,0.50000000,0.48449374,1907,151,227,1831,60,60145.04693448,48717.48801693,23234.12718463,502821.42857143,385.71428571,164.57142857,476787.78202484,182.25000000,182.85714286,High friction cost
38,fixed_0.5,0.50000000,0.48565671,1831,121,227,1725,61,44319.45914289,35898.76190574,21076.03495288,502821.42857143,385.71428571,164.57142857,487448.41590429,182.25000000,182.85714286,High friction cost
39,fixed_0.5,0.50000000,0.48673246,1725,138,224,1639,58,56376.05996120,45664.60856857,22083.34729280,502821.42857143,385.71428571,164.57142857,478689.88158136,182.00000000,182.85714286,High friction cost
40,fixed_0.5,0.50000000,0.48772752,1639,131,227,1543,59,48448.90730068,39243.61491355,21722.28466198,502821.42857143,385.71428571,164.57142857,484749.81260557,182.25000000,182.85714286,High friction cost
41,fixed_0.5,0.50000000,0.48864796,1543,136,169,1510,5,53641.41670693,43449.54753261,21077.82002377,502821.42857143,385.71428571,164.57142857,479899.41534830,182.75000000,182.85714286,High friction cost
42,fixed_0.5,0.50000000,0.48949936,1510,137,167,1480,2,50822.78852540,41166.45870557,23793.04434978,502821.42857143,385.71428571,164.57142857,484897.72850135,182.75000000,182.85714286,High friction cost
43,fixed_0.5,0.50000000,0.49028691,1480,154,168,1466,3,62224.15900589,50401.56879477,23486.33137615,502821.42857143,385.71428571,164.57142857,475355.90543852,182.50000000,182.85714286,High friction cost
44,fixed_0.5,0.50000000,0.49101539,1466,123,163,1426,0,47242.15824720,38266.14818024,21056.26142163,502821.42857143,385.71428571,164.57142857,485061.25609854,182.50000000,182.85714286,High friction cost
45,fixed_0.5,0.50000000,0.49168924,1426,126,169,1383,2,46523.52771922,37684.05745257,27400.27048438,502821.42857143,385.71428571,164.57142857,491987.35588895,182.75000000,182.85714286,High friction cost
46,fixed_0.5,0.50000000,0.49231254,1383,115,169,1329,3,43501.53859520,35236.24626211,25551.83883770,502821.42857143,385.71428571,164.57142857,492586.73543274,182.00000000,182.85714286,High friction cost
47,fixed_0.5,0.50000000,0.49288910,1329,120,167,1282,0,47304.02455686,38316.25989106,23275.02584324,502821.42857143,385.71428571,164.57142857,487229.90880933,182.25000000,182.85714286,High friction cost
48,fixed_0.5,0.50000000,0.49342242,1282,131,169,1244,5,58311.19024088,47232.06409511,22921.89539806,502821.42857143,385.71428571,164.57142857,477960.97416009,182.75000000,182.85714286,High friction cost
49,fixed_0.5,0.50000000,0.49391574,1244,134,167,1211,2,54878.40813587,44451.51059005,23103.39098586,502821.42857143,385.71428571,164.57142857,480923.02325295,182.50000000,182.85714286,High friction cost
50,fixed_0.5,0.50000000,0.49437206,1211,119,167,1163,1,43025.50759596,34850.66115272,23430.09299926,502821.42857143,385.71428571,164.57142857,490850.57470368,182.00000000,182.85714286,High friction cost
51,fixed_0.5,0.50000000,0.49479415,1163,112,168,1107,1,43624.00834875,35335.44676249,23957.07270617,502821.42857143,385.71428571,164.57142857,490892.76880083,182.00000000,182.85714286,High friction cost
52,fixed_0.5,0.50000000,0.49518459,1107,123,171,1059,4,46260.27035793,37470.81898993,25036.99424791,502821.42857143,385.71428571,164.57142857,489837.31811513,182.75000000,182.85714286,High friction cost
53,fixed_0.5,0.50000000,0.49554575,1059,132,168,1023,3,49241.65877284,39885.74360600,20514.27019904,502821.42857143,385.71428571,164.57142857,482899.66945018,182.25000000,182.85714286,High friction cost
54,fixed_0.5,0.50000000,0.49587982,1023,138,170,991,3,49811.10239924,40346.99294338,27321.07194186,502821.42857143,385.71428571,164.57142857,489245.22185563,182.25000000,182.85714286,High friction cost
55,fixed_0.5,0.50000000,0.49618883,991,139,167,963,3,55506.39403167,44960.17916565,21356.35068659,502821.42857143,385.71428571,164.57142857,478667.31437808,182.75000000,182.85714286,High friction cost
56,fixed_0.5,0.50000000,0.49647467,963,188,172,979,6,69635.58404570,56404.82307702,26155.46850162,502821.42857143,385.71428571,164.57142857,472021.78828174,182.25000000,182.85714286,High friction cost
57,fixed_0.5,0.50000000,0.49673907,979,196,167,1008,2,68625.15557782,55586.37601803,27945.12098300,502821.42857143,385.71428571,164.57142857,474629.88782211,182.25000000,182.85714286,High friction cost
58,fixed_0.5,0.50000000,0.49698364,1008,206,170,1044,3,79705.76612991,64561.67056523,23634.09367334,502821.42857143,385.71428571,164.57142857,461343.56596525,182.50000000,182.85714286,High friction cost
59,fixed_0.5,0.50000000,0.49720986,1044,230,163,1111,1,83664.82933370,67768.51176030,19604.93153167,502821.42857143,385.71428571,164.57142857,454107.56262852,182.25000000,182.85714286,High friction cost
60,fixed_0.5,0.50000000,0.49741913,1111,215,168,1158,2,84629.19207762,68549.64558287,24066.72683160,502821.42857143,385.71428571,164.57142857,457788.22410587,182.50000000,182.85714286,High friction cost
61,fixed_0.5,0.50000000,0.49761269,1158,188,170,1176,4,74311.16262768,60192.04172842,25725.33483728,502821.42857143,385.71428571,164.57142857,467804.43596601,182.50000000,182.85714286,High friction cost
62,fixed_0.5,0.50000000,0.49779174,1176,182,168,1190,3,67308.34051580,54519.75581780,19206.09895257,502821.42857143,385.71428571,164.57142857,466957.48599191,182.25000000,182.85714286,High friction cost
63,fixed_0.5,0.50000000,0.49795736,1190,196,166,1220,2,81523.12838625,66033.73399286,20028.55021690,502821.42857143,385.71428571,164.57142857,456265.95908118,182.50000000,182.85714286,High friction cost
64,fixed_0.5,0.50000000,0.49811056,1220,179,168,1231,2,68384.25222309,55391.24430071,20947.38874422,502821.42857143,385.71428571,164.57142857,467827.28730066,182.75000000,182.85714286,High friction cost
65,fixed_0.5,0.50000000,0.49825226,1231,220,168,1283,2,86964.46424794,70441.21604083,22145.40006953,502821.42857143,385.71428571,164.57142857,453975.32688584,182.75000000,182.85714286,High friction cost
66,fixed_0.5,0.50000000,0.49838335,1283,176,166,1293,2,68778.02124656,55710.19720971,25105.81496050,502821.42857143,385.71428571,164.57142857,471666.76060793,182.00000000,182.85714286,High friction cost
67,fixed_0.5,0.50000000,0.49850459,1293,198,168,1323,3,71077.79620765,57573.01492820,23947.09223294,502821.42857143,385.71428571,164.57142857,468645.22016189,182.75000000,182.85714286,High friction cost
68,fixed_0.5,0.50000000,0.49861675,1323,189,168,1344,5,71885.11448697,58226.94273444,23424.67060867,502821.42857143,385.71428571,164.57142857,467468.87073137,182.00000000,182.85714286,High friction cost
69,fixed_0.5,0.50000000,0.49872049,1344,185,170,1359,5,69209.49649297,56059.69215931,25785.59824475,502821.42857143,385.71428571,164.57142857,471997.04894259,182.00000000,182.85714286,High friction cost
70,fixed_0.5,0.50000000,0.49881646,1359,201,170,1390,7,79374.61305919,64293.43657795,26256.53295720,502821.42857143,385.71428571,164.57142857,464234.23923639,182.00000000,182.85714286,High friction cost
71,fixed_0.5,0.50000000,0.49890522,1390,180,168,1402,3,66940.01284557,54221.41040491,22865.26382573,502821.42857143,385.71428571,164.57142857,470914.99627796,182.00000000,182.85714286,High friction cost
72,fixed_0.5,0.50000000,0.49898733,1402,181,172,1411,7,73691.12104875,59689.80804948,24507.21313441,502821.42857143,385.71428571,164.57142857,467088.54794207,182.50000000,182.85714286,High friction cost
73,fixed_0.5,0.50000000,0.49906328,1411,186,177,1420,10,69749.10106071,56496.77185918,30190.38922974,502821.42857143,385.71428571,164.57142857,475964.76022771,182.00000000,182.85714286,High friction cost
74,fixed_0.5,0.50000000,0.49913353,1420,186,170,1436,5,70850.49827309,57388.90360121,23369.72355064,502821.42857143,385.71428571,164.57142857,468251.96280658,182.75000000,182.85714286,High friction cost
75,fixed_0.5,0.50000000,0.49919852,1436,173,166,1443,4,65053.14579539,52693.04809426,19499.19370575,502821.42857143,385.71428571,164.57142857,469077.28846863,182.00000000,182.85714286,High friction cost
76,fixed_0.5,0.50000000,0.49925863,1443,194,169,1468,4,77220.15972918,62548.32938064,21672.00854983,502821.42857143,385.71428571,164.57142857,461394.82202634,182.50000000,182.85714286,High friction cost
77,fixed_0.5,0.50000000,0.49931423,1468,200,173,1495,6,72994.10329777,59125.22367120,26047.81991666,502821.42857143,385.71428571,164.57142857,469193.73910260,182.50000000,182.85714286,High friction cost
78,fixed_0.5,0.50000000,0.49936567,1495,173,171,1497,6,66504.96315334,53869.02015420,25653.13708645,502821.42857143,385.71428571,164.57142857,474055.25978939,182.25000000,182.85714286,High friction cost
79,fixed_0.5,0.50000000,0.49941324,1497,208,166,1539,1,80398.64981700,65122.90635177,22822.30282029,502821.42857143,385.71428571,164.57142857,459970.53932566,182.50000000,182.85714286,High friction cost
80,fixed_0.5,0.50000000,0.49945725,1539,194,170,1563,2,73330.34125933,59397.57642006,26479.18442213,502821.42857143,385.71428571,164.57142857,469352.75085921,182.75000000,182.85714286,High friction cost
81,fixed_0.5,0.50000000,0.49949795,1563,177,170,1570,3,67238.98268932,54463.57597835,22808.96055559,502821.42857143,385.71428571,164.57142857,470616.52743439,182.75000000,182.85714286,High friction cost
82,fixed_0.5,0.50000000,0.49953561,1570,209,169,1610,4,77083.51198582,62437.64470851,27171.88721677,502821.42857143,385.71428571,164.57142857,467005.38536540,182.75000000,182.85714286,High friction cost
83,fixed_0.5,0.50000000,0.49957044,1610,176,169,1617,4,66967.44568127,54243.63100183,21997.99930134,502821.42857143,385.71428571,164.57142857,470025.51115665,182.75000000,182.85714286,High friction cost
0,fixed_0.8,0.80000000,0.24500000,1870,139,182,1827,0,52634.33233716,39791.55524689,32097.05336851,495300.00000000,617.14285714,164.57142857,486823.78383591,182.00000000,182.85714286,High friction cost
1,fixed_0.8,0.80000000,0.28662500,1827,163,182,1808,0,68426.09894856,51730.13080511,30311.76853301,495300.00000000,617.14285714,164.57142857,473099.92344219,182.00000000,182.85714286,High friction cost
2,fixed_0.8,0.80000000,0.32512812,1808,163,182,1789,0,60741.45606007,45920.54078141,29603.98023773,495300.00000000,617.14285714,164.57142857,478201.72517060,182.00000000,182.85714286,High friction cost
3,fixed_0.8,0.80000000,0.36074352,1789,174,182,1781,0,65440.98332506,49473.38339374,28663.07688617,495300.00000000,617.14285714,164.57142857,473707.97920671,182.00000000,182.85714286,High friction cost
4,fixed_0.8,0.80000000,0.39368775,1781,157,182,1756,0,59515.83616165,44993.97213820,29401.42103351,495300.00000000,617.14285714,164.57142857,478925.73460959,182.00000000,182.85714286,High friction cost
5,fixed_0.8,0.80000000,0.42416117,1756,154,182,1728,0,55369.34430884,41859.22429748,30029.20415348,495300.00000000,617.14285714,164.57142857,482688.26557028,182.00000000,182.85714286,High friction cost
6,fixed_0.8,0.80000000,0.45234908,1728,187,182,1733,0,67953.98772445,51373.21471968,28164.84890623,495300.00000000,617.14285714,164.57142857,471309.91990083,182.00000000,182.85714286,High friction cost
7,fixed_0.8,0.80000000,0.47842290,1733,209,182,1760,0,80543.24192555,60890.69089571,34660.77348708,495300.00000000,617.14285714,164.57142857,468288.36830566,182.00000000,182.85714286,High friction cost
8,fixed_0.8,0.80000000,0.50254118,1760,192,182,1770,0,72946.00626835,55147.18073887,29844.71101503,495300.00000000,617.14285714,164.57142857,469215.81599044,182.00000000,182.85714286,High friction cost
9,fixed_0.8,0.80000000,0.52485060,1770,187,182,1775,0,67704.26230849,51184.42230522,34571.79514437,495300.00000000,617.14285714,164.57142857,477905.65855344,182.00000000,182.85714286,High friction cost
10,fixed_0.8,0.80000000,0.54548680,1775,188,169,1794,0,69300.48311055,52391.16523158,23418.81979436,495300.00000000,617.14285714,164.57142857,465545.94027707,182.50000000,182.85714286,High friction cost
11,fixed_0.8,0.80000000,0.56457529,1794,217,166,1845,0,77670.36027765,58718.79236990,22279.05602766,495300.00000000,617.14285714,164.57142857,458078.54937204,182.75000000,182.85714286,High friction cost
12,fixed_0.8,0.80000000,0.58223214,1845,181,166,1860,0,75675.71829823,57210.84303346,25266.30268539,495300.00000000,617.14285714,164.57142857,462573.74536621,182.00000000,182.85714286,High friction cost
13,fixed_0.8,0.80000000,0.59856473,1860,177,167,1870,1,73777.58334608,55775.85300964,25514.43060155,495300.00000000,617.14285714,164.57142857,464256.86330620,182.25000000,182.85714286,High friction cost
14,fixed_0.8,0.80000000,0.61367238,1870,206,168,1908,4,83433.67038481,63075.85481092,20152.91414121,495300.00000000,617.14285714,164.57142857,451595.34504458,182.00000000,182.85714286,High friction cost
15,fixed_0.8,0.80000000,0.62764695,1908,189,168,1929,1,74252.00655238,56134.51695360,25842.62814193,495300.00000000,617.14285714,164.57142857,464226.39690261,182.50000000,182.85714286,High friction cost
16,fixed_0.8,0.80000000,0.64057343,1929,213,170,1972,3,89465.13727623,67635.64378083,20298.43674450,495300.00000000,617.14285714,164.57142857,447181.07867795,182.75000000,182.85714286,High friction cost
17,fixed_0.8,0.80000000,0.65253042,1972,224,170,2026,4,78984.01224500,59711.91325722,25006.70003095,495300.00000000,617.14285714,164.57142857,459813.07248802,182.75000000,182.85714286,High friction cost
18,fixed_0.8,0.80000000,0.66359064,2026,193,171,2048,5,76175.21304646,57588.46106313,23253.03497285,495300.00000000,617.14285714,164.57142857,460182.85962401,182.50000000,182.85714286,High friction cost
19,fixed_0.8,0.80000000,0.67382134,2048,213,170,2091,3,86019.31148144,65030.59947997,21744.61872089,495300.00000000,617.14285714,164.57142857,451232.30495521,182.00000000,182.85714286,High friction cost
20,fixed_0.8,0.80000000,0.68328474,2091,187,169,2109,3,74261.73912601,56141.87477926,23101.92599689,495300.00000000,617.14285714,164.57142857,461478.33693191,182.25000000,182.85714286,High friction cost
21,fixed_0.8,0.80000000,0.69203839,2109,202,166,2145,4,71967.28420514,54407.26685909,20188.66293602,495300.00000000,617.14285714,164.57142857,460299.68179122,182.00000000,182.85714286,High friction cost
22,fixed_0.8,0.80000000,0.70013551,2145,218,167,2196,3,82701.20904541,62522.11403833,16128.82591927,495300.00000000,617.14285714,164.57142857,448124.99759523,182.00000000,182.85714286,High friction cost
23,fixed_0.8,0.80000000,0.70762534,2196,186,167,2215,2,69168.48584232,52291.37529680,27389.77952740,495300.00000000,617.14285714,164.57142857,469616.68994489,182.25000000,182.85714286,High friction cost
24,fixed_0.8,0.80000000,0.71455344,2215,216,173,2258,6,83565.41964459,63175.45725131,27294.35864611,495300.00000000,617.14285714,164.57142857,458637.18710909,182.25000000,182.85714286,High friction cost
25,fixed_0.8,0.80000000,0.72096193,2258,219,169,2308,1,81888.50437682,61907.70930888,21649.38516389,495300.00000000,617.14285714,164.57142857,454259.96156930,182.75000000,182.85714286,High friction cost
26,fixed_0.8,0.80000000,0.72688979,2308,207,172,2343,5,69823.88795894,52786.85929696,23721.93192902,495300.00000000,617.14285714,164.57142857,465453.35834635,182.00000000,182.85714286,High friction cost
27,fixed_0.8,0.80000000,0.73237306,2343,221,172,2392,6,81953.36536919,61956.74421911,24019.90497361,495300.00000000,617.14285714,164.57142857,456581.44646879,182.75000000,182.85714286,High friction cost
28,fixed_0.8,0.80000000,0.73744508,2392,111,172,2331,6,35324.82961293,26705.57118737,28038.51723596,495300.00000000,617.14285714,164.57142857,495851.23176287,182.00000000,182.85714286,High friction cost
29,fixed_0.8,0.80000000,0.74213670,2331,115,171,2275,6,43393.59157489,32805.55523062,22260.46567117,495300.00000000,617.14285714,164.57142857,483973.19615484,182.50000000,182.85714286,High friction cost
30,fixed_0.8,0.80000000,0.74647644,2275,120,171,2224,5,47282.95195037,35745.91167448,21888.99003425,495300.00000000,617.14285714,164.57142857,480661.36407405,182.25000000,182.85714286,High friction cost
31,fixed_0.8,0.80000000,0.75049071,2224,132,175,2181,9,52783.70414746,39904.48033548,21721.36795921,495300.00000000,617.14285714,164.57142857,476335.17333802,182.75000000,182.85714286,High friction cost
32,fixed_0.8,0.80000000,0.75420391,2181,116,213,2084,47,43747.25029502,33072.92122303,22336.81345723,495300.00000000,617.14285714,164.57142857,483782.17794848,182.50000000,182.85714286,High friction cost
33,fixed_0.8,0.80000000,0.75763861,2084,125,187,2022,21,47280.84444317,35744.31839903,19497.38623534,495300.00000000,617.14285714,164.57142857,478271.35355059,182.00000000,182.85714286,High friction cost
34,fixed_0.8,0.80000000,0.76081572,2022,133,200,1955,36,44827.58711674,33889.65586025,21403.61061661,495300.00000000,617.14285714,164.57142857,482032.24047064,182.50000000,182.85714286,High friction cost
35,fixed_0.8,0.80000000,0.76375454,1955,129,221,1863,54,50770.88395071,38382.78826674,20726.29341091,495300.00000000,617.14285714,164.57142857,476861.79085846,182.25000000,182.85714286,High friction cost
36,fixed_0.8,0.80000000,0.76647295,1863,132,187,1808,19,54701.80470590,41354.56435766,23077.15373393,495300.00000000,617.14285714,164.57142857,476240.87509055,182.75000000,182.85714286,High friction cost
37,fixed_0.8,0.80000000,0.76898748,1808,144,215,1737,48,56636.18777208,42816.95795569,21790.99952164,495300.00000000,617.14285714,164.57142857,473492.32728023,182.25000000,182.85714286,High friction cost
38,fixed_0.8,0.80000000,0.77131342,1737,115,218,1634,52,42045.47195655,31786.37679915,19933.03606334,495300.00000000,617.14285714,164.57142857,482664.94497848,182.00000000,182.85714286,High friction cost
39,fixed_0.8,0.80000000,0.77346491,1634,131,207,1558,41,54107.85401642,40905.53763641,20132.70692103,495300.00000000,617.14285714,164.57142857,473745.45499890,182.00000000,182.85714286,High friction cost
40,fixed_0.8,0.80000000,0.77545504,1558,126,224,1460,55,46425.13630329,35097.40304529,20607.18685716,495300.00000000,617.14285714,164.57142857,480028.06952616,182.75000000,182.85714286,High friction cost
41,fixed_0.8,0.80000000,0.77729591,1460,132,168,1424,5,52446.49533840,39649.55047583,17622.97460699,495300.00000000,617.14285714,164.57142857,472491.70984545,182.25000000,182.85714286,High friction cost
42,fixed_0.8,0.80000000,0.77899872,1424,131,167,1388,2,49649.82357190,37535.26662035,23309.57855427,495300.00000000,617.14285714,164.57142857,480292.59764821,182.75000000,182.85714286,High friction cost
43,fixed_0.8,0.80000000,0.78057382,1388,149,167,1370,3,59445.77809902,44941.00824286,20978.62648975,495300.00000000,617.14285714,164.57142857,470555.90396118,182.25000000,182.85714286,High friction cost
44,fixed_0.8,0.80000000,0.78203078,1370,119,166,1323,0,45672.45923102,34528.37917865,22489.49610332,495300.00000000,617.14285714,164.57142857,482479.40263895,182.75000000,182.85714286,High friction cost
45,fixed_0.8,0.80000000,0.78337847,1323,123,167,1279,2,45645.09999629,34507.69559719,25601.98749759,495300.00000000,617.14285714,164.57142857,485612.57761468,182.75000000,182.85714286,High friction cost
46,fixed_0.8,0.80000000,0.78462509,1279,109,169,1219,3,41900.12069286,31676.49124380,23922.09323827,495300.00000000,617.14285714,164.57142857,486763.88770875,182.75000000,182.85714286,High friction cost
47,fixed_0.8,0.80000000,0.78577820,1219,115,167,1167,0,45152.12490145,34135.00642549,19102.28563050,495300.00000000,617.14285714,164.57142857,479485.56491930,182.50000000,182.85714286,High friction cost
48,fixed_0.8,0.80000000,0.78684484,1167,127,170,1124,5,56402.73078641,42640.46447452,22847.20911557,495300.00000000,617.14285714,164.57142857,474725.03035533,182.75000000,182.85714286,High friction cost
49,fixed_0.8,0.80000000,0.78783148,1124,130,168,1086,2,53644.67978804,40555.37791976,22048.21414173,495300.00000000,617.14285714,164.57142857,476011.12193626,182.25000000,182.85714286,High friction cost
50,fixed_0.8,0.80000000,0.78874412,1086,113,169,1030,1,41091.73126677,31065.34883768,22659.50522792,495300.00000000,617.14285714,164.57142857,486112.44210453,182.50000000,182.85714286,High friction cost
51,fixed_0.8,0.80000000,0.78958831,1030,109,167,972,1,42900.71479216,32432.94038287,23797.60329691,495300.00000000,617.14285714,164.57142857,485882.94862832,182.75000000,182.85714286,High friction cost
52,fixed_0.8,0.80000000,0.79036918,972,117,170,919,4,44679.39381662,33777.62172536,21353.91689248,495300.00000000,617.14285714,164.57142857,482094.58088141,182.00000000,182.85714286,High friction cost
53,fixed_0.8,0.80000000,0.79109150,919,126,169,876,2,47325.50213261,35778.07961225,20810.44691087,495300.00000000,617.14285714,164.57142857,479550.65301290,182.25000000,182.85714286,High friction cost
54,fixed_0.8,0.80000000,0.79175963,876,131,166,841,2,47933.85148389,36237.99172182,24089.23671488,495300.00000000,617.14285714,164.57142857,482369.53070734,182.25000000,182.85714286,High friction cost
55,fixed_0.8,0.80000000,0.79237766,841,130,168,803,3,50598.51497732,38252.47732286,24647.37717583,495300.00000000,617.14285714,164.57142857,480913.18556726,182.00000000,182.85714286,High friction cost
56,fixed_0.8,0.80000000,0.79294934,803,183,170,816,5,66998.05829474,50650.53207082,24878.33865718,495300.00000000,617.14285714,164.57142857,468746.09230065,182.00000000,182.85714286,High friction cost
57,fixed_0.8,0.80000000,0.79347814,816,187,170,833,2,66185.68768203,50036.37988761,21056.11601330,495300.00000000,617.14285714,164.57142857,465538.02183997,182.00000000,182.85714286,High friction cost
58,fixed_0.8,0.80000000,0.79396728,833,193,167,859,3,75060.21990753,56745.52625009,19934.71304979,495300.00000000,617.14285714,164.57142857,457707.47251399,182.00000000,182.85714286,High friction cost
59,fixed_0.8,0.80000000,0.79441973,859,224,166,917,1,82001.32198292,61992.99941909,22569.77688518,495300.00000000,617.14285714,164.57142857,455095.06318038,182.75000000,182.85714286,High friction cost
60,fixed_0.8,0.80000000,0.79483825,917,213,168,962,2,83451.32554233,63089.20211000,24470.70671265,495300.00000000,617.14285714,164.57142857,455899.79031694,182.25000000,182.85714286,High friction cost
61,fixed_0.8,0.80000000,0.79522538,962,181,169,974,3,72232.34283562,54607.65118373,18155.22479910,495300.00000000,617.14285714,164.57142857,458065.85932966,182.00000000,182.85714286,High friction cost
62,fixed_0.8,0.80000000,0.79558348,974,175,168,981,3,64579.32945458,48821.97306767,19895.70165356,495300.00000000,617.14285714,164.57142857,465592.01430018,182.50000000,182.85714286,High friction cost
63,fixed_0.8,0.80000000,0.79591472,981,192,168,1005,2,80049.11022148,60517.12732744,19017.67885495,495300.00000000,617.14285714,164.57142857,453018.83724180,182.75000000,182.85714286,High friction cost
64,fixed_0.8,0.80000000,0.79622111,1005,172,168,1009,2,66325.03969325,50141.73000810,23648.17356566,495300.00000000,617.14285714,164.57142857,468024.72927185,182.50000000,182.85714286,High friction cost
65,fixed_0.8,0.80000000,0.79650453,1009,216,165,1060,2,84957.25186931,64227.68241320,17226.36017312,495300.00000000,617.14285714,164.57142857,447516.96347420,182.50000000,182.85714286,High friction cost
66,fixed_0.8,0.80000000,0.79676669,1060,174,167,1067,2,67682.72254961,51168.13824750,25426.27689206,495300.00000000,617.14285714,164.57142857,468776.42435884,182.50000000,182.85714286,High friction cost
67,fixed_0.8,0.80000000,0.79700919,1067,192,168,1091,3,69240.60163169,52345.89483356,21330.60226731,495300.00000000,617.14285714,164.57142857,463502.99314803,182.25000000,182.85714286,High friction cost
68,fixed_0.8,0.80000000,0.79723350,1091,181,169,1103,4,69827.08444537,52789.27584070,27551.61523844,495300.00000000,617.14285714,164.57142857,469280.62511202,182.50000000,182.85714286,High friction cost
69,fixed_0.8,0.80000000,0.79744099,1103,178,169,1112,5,66867.32637896,50551.69874249,22252.94150237,495300.00000000,617.14285714,164.57142857,466219.52847417,182.50000000,182.85714286,High friction cost
70,fixed_0.8,0.80000000,0.79763291,1112,193,172,1133,7,74340.97747641,56201.77897217,21491.07110068,495300.00000000,617.14285714,164.57142857,459807.57784280,182.75000000,182.85714286,High friction cost
71,fixed_0.8,0.80000000,0.79781044,1133,176,169,1140,3,65956.40288650,49863.04058220,23454.75680777,495300.00000000,617.14285714,164.57142857,468110.00193986,182.50000000,182.85714286,High friction cost
72,fixed_0.8,0.80000000,0.79797466,1140,178,171,1147,7,72456.33451879,54776.98889620,24928.83434471,495300.00000000,617.14285714,164.57142857,464670.13116279,182.25000000,182.85714286,High friction cost
73,fixed_0.8,0.80000000,0.79812656,1147,170,174,1143,10,63470.90702627,47984.00571186,22187.36649335,495300.00000000,617.14285714,164.57142857,468721.64649577,182.00000000,182.85714286,High friction cost
74,fixed_0.8,0.80000000,0.79826707,1143,180,168,1155,5,68479.22660581,51770.29531399,18685.19373578,495300.00000000,617.14285714,164.57142857,461433.18413608,182.50000000,182.85714286,High friction cost
75,fixed_0.8,0.80000000,0.79839704,1155,164,171,1148,4,62852.78922863,47516.70865684,24192.93853632,495300.00000000,617.14285714,164.57142857,471194.51559377,182.00000000,182.85714286,High friction cost
76,fixed_0.8,0.80000000,0.79851726,1148,191,170,1169,4,76571.40984509,57887.98584289,22334.74791328,495300.00000000,617.14285714,164.57142857,458965.04778468,182.50000000,182.85714286,High friction cost
77,fixed_0.8,0.80000000,0.79862847,1169,192,172,1189,6,68943.16531807,52121.03298046,22060.04448465,495300.00000000,617.14285714,164.57142857,464457.29721847,182.75000000,182.85714286,High friction cost
78,fixed_0.8,0.80000000,0.79873133,1189,169,172,1186,6,65123.25806941,49233.18310047,21939.29921320,495300.00000000,617.14285714,164.57142857,467224.40182702,182.50000000,182.85714286,High friction cost
79,fixed_0.8,0.80000000,0.79882648,1186,199,164,1221,1,75676.83162715,57211.68471012,23202.30038744,495300.00000000,617.14285714,164.57142857,460508.90139160,182.25000000,182.85714286,High friction cost
80,fixed_0.8,0.80000000,0.79891450,1221,187,168,1240,2,70445.59160999,53256.86725715,25815.29811349,495300.00000000,617.14285714,164.57142857,467076.71657063,182.50000000,182.85714286,High friction cost
81,fixed_0.8,0.80000000,0.79899591,1240,175,168,1247,3,66428.27398348,50219.77513151,20277.52145818,495300.00000000,617.14285714,164.57142857,464576.03204096,182.50000000,182.85714286,High friction cost
82,fixed_0.8,0.80000000,0.79907122,1247,204,170,1281,4,75265.47138824,56900.69636951,21666.83054557,495300.00000000,617.14285714,164.57142857,459284.41989034,182.50000000,182.85714286,High friction cost
83,fixed_0.8,0.80000000,0.79914087,1281,169,172,1278,4,63886.64687700,48298.30503901,25814.02001928,495300.00000000,617.14285714,164.57142857,472034.00069456,182.75000000,182.85714286,High friction cost
0,adaptive,0.80000000,0.24500000,1870,139,182,1827,0,52634.33233716,39791.55524689,32097.05336851,495300.00000000,617.14285714,164.57142857,486823.78383591,182.00000000,182.85714286,High friction cost
1,adaptive,0.80000000,0.28662500,1827,163,182,1808,0,68426.09894856,51730.13080511,30311.76853301,495300.00000000,617.14285714,164.57142857,473099.92344219,182.00000000,182.85714286,High friction cost
2,adaptive,0.80000000,0.32512812,1808,163,182,1789,0,60741.45606007,45920.54078141,29603.98023773,495300.00000000,617.14285714,164.57142857,478201.72517060,182.00000000,182.85714286,High friction cost
3,adaptive,0.80000000,0.36074352,1789,174,182,1781,0,65440.98332506,49473.38339374,28663.07688617,495300.00000000,617.14285714,164.57142857,473707.97920671,182.00000000,182.85714286,High friction cost
4,adaptive,0.80000000,0.39368775,1781,157,182,1756,0,59515.83616165,44993.97213820,29401.42103351,495300.00000000,617.14285714,164.57142857,478925.73460959,182.00000000,182.85714286,High friction cost
5,adaptive,0.80000000,0.42416117,1756,154,182,1728,0,55369.34430884,41859.22429748,30029.20415348,495300.00000000,617.14285714,164.57142857,482688.26557028,182.00000000,182.85714286,High friction cost
6,adaptive,0.80000000,0.45234908,1728,187,182,1733,0,67953.98772445,51373.21471968,28164.84890623,495300.00000000,617.14285714,164.57142857,471309.91990083,182.00000000,182.85714286,High friction cost
